path,line,registry_kind,declaration
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,778,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockSolarArrayPanel.setRegistryName(""solararraypanel""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,779,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockQuartzCrucible.setRegistryName(""quartzcrucible""), null, false);"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,780,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockSawBlade.setRegistryName(""sawBlade""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,782,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockPlatePress.setRegistryName(""platepress""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,783,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockForceFieldProjector.setRegistryName(""forceFieldProjector""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,784,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockForceField.setRegistryName(""forceField""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,785,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockVacuumLaser.setRegistryName(""vacuumLaser""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,786,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockPump.setRegistryName(""blockPump""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,787,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockSuitWorkStation.setRegistryName(""suitWorkStation""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,788,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockPressureTank.setRegistryName(""liquidTank""), ItemBlockFluidTank.class, true);"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,789,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockSolarGenerator.setRegistryName(""solarGenerator""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,790,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockTransciever.setRegistryName(""wirelessTransciever""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,793,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockArcFurnace.setRegistryName(""arcfurnace""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,794,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockRollingMachine.setRegistryName(""rollingMachine""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,795,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockLathe.setRegistryName(""lathe""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,796,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockCrystallizer.setRegistryName(""crystallizer""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,797,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockCuttingMachine.setRegistryName(""cuttingMachine""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,798,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockPrecisionAssembler.setRegistryName(""precisionassemblingmachine""));"
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,799,legacy_registry,"LibVulpesBlocks.registerBlock(AdvancedRocketryBlocks.blockElectrolyser.setRegistryName(""electrolyser""));"
